96,CHIS,Clematis lasiantha,Chaparral Clematis,334,"Vine,Perennial herb",//calscape.org/Clematis-lasiantha-(),//calscape.org/qrcodes/Clematis-lasiantha(192)
97,CHIS,Acmispon glaber,Deerweed,337,Perennial herb,//calscape.org/Acmispon-glaber-(),//calscape.org/qrcodes/Acmispon-glaber(192)
98,CHIS,Platystemon californicus,Creamcups,341,Annual herb,//calscape.org/Platystemon-californicus-(),//calscape.org/qrcodes/Platystemon-californicus(192)
99,CHIS,Deinandra fasciculata,Clustered Tarweed,343,Annual herb,//calscape.org/Deinandra-fasciculata-(),//calscape.org/qrcodes/Deinandra-fasciculata(192)
100,CHIS,Silene laciniata,Cardinal Catchfly,346,"Annual herb,Perennial herb",//calscape.org/Silene-laciniata-(),//calscape.org/qrcodes/Silene-laciniata(192)
101,CHIS,Adiantum jordanii,California Maiden Hair Fern,349,Fern,//calscape.org/Adiantum-jordanii-(),//calscape.org/qrcodes/Adiantum-jordanii(192)
102,CHIS,Polypodium californicum,California Polypody,351,Fern,//calscape.org/Polypodium-californicum-(),//calscape.org/qrcodes/Polypodium-californicum(192)
103,CHIS,Vaccinium ovatum,Huckleberry,354,Shrub,//calscape.org/Vaccinium-ovatum-(),//calscape.org/qrcodes/Vaccinium-ovatum(192)
104,CHIS,Claytonia parviflora,Streambank Springbeauty,355,Annual herb,//calscape.org/Claytonia-parviflora-(),//calscape.org/qrcodes/Claytonia-parviflora(192)
105,CHIS,Pseudognaphalium microcephalum,Wright's Cudweed,376,Perennial herb,//calscape.org/Pseudognaphalium-microcephalum-(),//calscape.org/qrcodes/Pseudognaphalium-microcephalum(192)
106,CHIS,Perityle emoryi,Emory's Rockdaisy,378,Annual herb,//calscape.org/Perityle-emoryi-(),//calscape.org/qrcodes/Perityle-emoryi(192)
107,CHIS,Clematis pauciflora,Small Leaved Clematis,382,"Vine,Perennial herb",//calscape.org/Clematis-pauciflora-(),//calscape.org/qrcodes/Clematis-pauciflora(192)
108,CHIS,Lupinus bicolor,Miniature Lupine,383,"Perennial herb,Annual herb",//calscape.org/Lupinus-bicolor-(),//calscape.org/qrcodes/Lupinus-bicolor(192)
109,CHIS,Antirrhinum nuttallianum,Nuttall's Snapdragon,387,"Perennial herb,Annual herb",//calscape.org/Antirrhinum-nuttallianum-(),//calscape.org/qrcodes/Antirrhinum-nuttallianum(192)
110,CHIS,Elymus glaucus,Blue Wildrye,391,Grasses,//calscape.org/Elymus-glaucus-(),//calscape.org/qrcodes/Elymus-glaucus(192)
111,CHIS,Heterotheca grandiflora,Telegraph Weed,396,"Perennial herb,Annual herb",//calscape.org/Heterotheca-grandiflora-(),//calscape.org/qrcodes/Heterotheca-grandiflora(192)
112,CHIS,Pellaea mucronata,Birdfoot Cliffbrake,407,Fern,//calscape.org/Pellaea-mucronata-(),//calscape.org/qrcodes/Pellaea-mucronata(192)
113,CHIS,Phacelia distans,Wild Heliotrope,428,Annual herb,//calscape.org/Phacelia-distans-(),//calscape.org/qrcodes/Phacelia-distans(192)
114,CHIS,Holodiscus discolor,Cream Bush,429,Shrub,//calscape.org/Holodiscus-discolor-(),//calscape.org/qrcodes/Holodiscus-discolor(192)
115,CHIS,Lupinus concinnus,Elegant Lupine,436,Annual Herb,//calscape.org/Lupinus-concinnus-(),//calscape.org/qrcodes/Lupinus-concinnus(192)
116,CHIS,Toxicodendron diversilobum,Poisonoak,438,"Shrub,Vine",//calscape.org/Toxicodendron-diversilobum-(),//calscape.org/qrcodes/Toxicodendron-diversilobum(192)
117,CHIS,Sambucus nigra,Black Elderberry,448,"Shrub,Tree",//calscape.org/Sambucus-nigra-(),//calscape.org/qrcodes/Sambucus-nigra(192)
118,CHIS,Rubus ursinus,Pacific Blackberry,449,"Shrub,Vine",//calscape.org/Rubus-ursinus-(),//calscape.org/qrcodes/Rubus-ursinus(192)
119,CHIS,Juncus patens,Common Rush,451,Grasses,//calscape.org/Juncus-patens-(),//calscape.org/qrcodes/Juncus-patens(192)
120,CHIS,Artemisia douglasiana,Douglas' Sagewort,454,Perennial herb,//calscape.org/Artemisia-douglasiana-(),//calscape.org/qrcodes/Artemisia-douglasiana(192)
121,CHIS,Solidago velutina,Threenerve Goldenrod,460,Perennial herb,//calscape.org/Solidago-velutina-(),//calscape.org/qrcodes/Solidago-velutina(192)
122,CHIS,Salix exigua,Sandbar Willow,463,"Tree,Shrub",//calscape.org/Salix-exigua-(),//calscape.org/qrcodes/Salix-exigua(192)
123,CHIS,Melica imperfecta,Small Flowered Melica,470,Grass,//calscape.org/Melica-imperfecta-(),//calscape.org/qrcodes/Melica-imperfecta(192)
124,CHIS,Stipa cernua,Needle Grass,475,Grasses,//calscape.org/Stipa-cernua-(),//calscape.org/qrcodes/Stipa-cernua(192)
