Species ID,Park Name,Category,Order,Family,Scientific Name,Common Names,Record Status,Occurrence,Nativeness,Abundance,Seasonality,Conservation Status
LAVO-2094,Lassen Volcanic National Park,Vascular Plant,Pinales,Cupressaceae,Juniperus communis,Common Juniper,Approved,Not Confirmed,Native,,,
LAVO-2095,Lassen Volcanic National Park,Vascular Plant,Pinales,Cupressaceae,Juniperus occidentalis var. occidentalis,Western Juniper,Approved,Present,Native,Uncommon,,
LAVO-2096,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Abies concolor,White Fir,Approved,Present,Native,Common,,
LAVO-2097,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Abies magnifica,"California Red Fir, Golden Fir, Shasta Fir, Shasta Red Fir, Silvertip Fir",Approved,Present,Native,,,
LAVO-2098,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Abies magnifica var. magnifica,Red Fir,Approved,Present,Native,Abundant,,
LAVO-2099,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Abies magnifica var. shastensis,Shasta Fir,Approved,Not Confirmed,Native,,,
LAVO-2100,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus albicaulis,White-Bark Pine,Approved,Present,Native,Uncommon,,Under Review
LAVO-2101,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus contorta ssp. murrayana,Lodgepole Pine,Approved,Present,Native,Abundant,,
LAVO-2102,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus jeffreyi,Jeffery Pine,Approved,Present,Native,Abundant,,
LAVO-2103,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus lambertiana,Sugar Pine,Approved,Present,Native,Common,,
LAVO-2104,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus monticola,Western White Pine,Approved,Present,Native,Common,,
LAVO-2105,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus ponderosa,Pacific Ponderosa Pine,Approved,Present,Native,Uncommon,,
LAVO-2106,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pinus washoensis,Washoe Pine,Approved,Present,Native,Rare,,
LAVO-2107,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Pseudotsuga menziesii var. menziesii,Douglas-Fir,Approved,Present,Native,Rare,,
LAVO-2108,Lassen Volcanic National Park,Vascular Plant,Pinales,Pinaceae,Tsuga mertensiana,Mountain Hemlock,Approved,Present,Native,Common,,
LAVO-2109,Lassen Volcanic National Park,Vascular Plant,Pinales,Taxaceae,Taxus brevifolia,Pacific Yew,Approved,Not Confirmed,Native,,,
LAVO-2110,Lassen Volcanic National Park,Vascular Plant,Pinales,Taxaceae,Torreya californica,California-Nutmeg,Approved,Not Confirmed,Native,,,
LAVO-2111,Lassen Volcanic National Park,Vascular Plant,Piperales,Aristolochiaceae,Asarum hartwegii,Hartweg's Wild Ginger,Approved,Present,Native,Uncommon,,
LAVO-2112,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex,"Carex, Sedge, Sedge Species, Sedges",In Review,,,,,
LAVO-2113,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex abrupta,Abrupt-Beaked Sedge,Approved,Present,Native,Abundant,,
LAVO-2114,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex amplifolia,Ample-Leaved Sedge,Approved,Present,Native,Uncommon,,
LAVO-2115,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex angustata,Narrow-Spiked Sedge,Approved,Present,Native,Abundant,,
LAVO-2116,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex aquatilis var. aquatilis,Water Sedge,Approved,Not Confirmed,Native,,,
LAVO-2117,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex athrostachya,Slender-Beaked Sedge,Approved,Present,Native,Common,,
LAVO-2118,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex aurea,Golden-Fruited Sedge,Approved,Present,Native,Uncommon,,
LAVO-2119,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex bolanderi,Bolander's Sedge,Approved,Not Confirmed,Native,,,
LAVO-2120,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex brainerdii,Brainerd's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2121,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex breweri var. breweri,Brewer's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2122,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex canescens,Hoary Sedge,Approved,Present,Native,Rare,,
LAVO-2123,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex capitata,Capitate Sedge,Approved,Present,Native,Uncommon,,
LAVO-2124,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex cusickii,Cusick's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2125,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex douglasii,"Douglas Sedge, Douglas' Sedge",In Review,,,,,
LAVO-2126,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex echinata,"Prickly Sedge, Star Sedge",In Review,,,,,
LAVO-2127,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex echinata ssp. echinata,Stellate Sedge,Approved,Present,Native,Common,,
LAVO-2128,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex feta,Green-Sheathed Sedge,Approved,Present,Native,Uncommon,,
LAVO-2129,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex fracta,Fragile-Sheathed Sedge,Approved,Present,Native,Uncommon,,
LAVO-2130,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex hassei,Hasse's Sedge,Approved,Not Present,Native,,,
LAVO-2131,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex helleri,Heller's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2132,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex heteroneura var. heteroneura,Variable-Nerved Sedge,Approved,Present,Native,Uncommon,,
LAVO-2133,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex hoodii,Hood's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2134,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex illota,Small-Headed Sedge,Approved,Present,Native,Uncommon,,
LAVO-2135,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex infirminervia,Weak-Nerved Sedge,Approved,Present,Native,Unknown,,
LAVO-2136,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex integra,Smooth-Beaked Sedge,Approved,Present,Native,Common,,
LAVO-2137,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex jonesii,Jones' Sedge,Approved,Present,Native,Common,,
LAVO-2138,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex lanuginosa,Woolly Sedge,Approved,Present,Native,Uncommon,,
LAVO-2139,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex lasiocarpa,Woolly-Fruited Sedge,Approved,Present,Native,Uncommon,,
LAVO-2140,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex lemmonii,Lemmon's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2141,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex lenticularis,"Lakeshore Sedge, Shore Sedge, Tufted Sedge",In Review,,,,,
LAVO-2142,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex lenticularis var. impressa,Few-Ribbed Sedge,Approved,Present,Native,Uncommon,,
LAVO-2143,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex lenticularis var. lipocarpa,Fat-Fruited Sedge,Approved,Present,Native,Common,,
LAVO-2144,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex leporinella,Sierra Hare Sedge,Approved,Present,Native,Uncommon,,
LAVO-2145,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex limosa,Shore Sedge,Approved,Present,Native,Uncommon,,
LAVO-2146,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex luzulifolia,Luzula-Leaved Sedge,Approved,Present,Native,Uncommon,,
LAVO-2147,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex luzulina,Woodrush Sedge,In Review,,,,,
LAVO-2148,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex luzulina var. ablata,American Cold-Loving Sedge,Approved,Present,Native,Common,,
LAVO-2149,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex mariposana,Mariposa Sedge,Approved,Present,Native,Uncommon,,
LAVO-2150,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex microptera,Small-Winged Sedge,Approved,Present,Native,Common,,
LAVO-2151,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex multicaulis,Many-Stemmed Sedge,Approved,Present,Native,Uncommon,,
LAVO-2152,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex multicostata,Many-Ribbed Sedge,Approved,Present,Native,Uncommon,,
LAVO-2153,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex nebrascensis,Nebraska Sedge,Approved,Present,Native,Common,,
LAVO-2154,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex nervina,Sierra Nerved Sedge,Approved,Present,Native,Uncommon,,
LAVO-2155,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex nigricans,Black Alpine Sedge,Approved,Present,Native,Uncommon,,
LAVO-2156,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex pachystachya,Thick-Headed Sedge,Approved,Present,Native,Common,,
LAVO-2157,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex phaeocephala,Mountain Hare Sedge,Approved,Present,Native,Uncommon,,
LAVO-2158,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex praeceptorium,Teacher's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2159,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex praegracilis,Clustered Field Sedge,Approved,Not Confirmed,Native,,,
LAVO-2160,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex preslii,Presl's Sedge,Approved,Present,Native,Uncommon,,
LAVO-2161,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex raynoldsii,Raynold's Sedge,Approved,Present,Native,Common,,
LAVO-2162,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex rossii,Ross' Sedge,Approved,Present,Native,Common,,
LAVO-2163,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex scopulorum,"Holm's Rocky Mountain Sedge, Mountain Sedge",In Review,,,,,
LAVO-2164,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex scopulorum var. bracteosa,Bracted Sedge,Approved,Present,Native,Common,,
LAVO-2165,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex senta,Swamp Sedge,Approved,Not Confirmed,Native,,,
LAVO-2166,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex simulata,Short-Beaked Sedge,Approved,Present,Native,Common,,
LAVO-2167,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex specifica,Narrow-Fruited Sedge,Approved,Present,Native,Uncommon,,
LAVO-2168,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex spectabilis,Showy Sedge,Approved,Present,Native,Common,,
LAVO-2169,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex straminiformis,Straw-Like Sedge,Approved,Present,Native,Common,,
LAVO-2170,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex subfusca,Rusty Slender Sedge,Approved,Present,Native,Abundant,,
LAVO-2171,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex utriculata,Beaked Sedge,Approved,Present,Native,Common,,
LAVO-2172,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex vernacula,Native Sedge,Approved,Present,Native,Uncommon,,
LAVO-2173,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex vesicaria var. vesicaria,Inflated Sedge,Approved,Present,Native,Common,,
LAVO-2174,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Carex whitneyi,Whitney's Sedge,Approved,Present,Native,Common,,
LAVO-2175,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Cyperus niger,Black Cyperus,Approved,Present,Native,Uncommon,,
LAVO-2176,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Cyperus squarrosus,Awned Cyperus,Approved,Present,Native,Common,,
LAVO-2177,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Dulichium arundinaceum,Dulchium,Approved,Present,Native,Common,,
LAVO-2178,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis,"Spikerush, Spikesedge",In Review,,,,,
LAVO-2179,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis acicularis,Spike-Rush,Approved,Present,Native,Common,,
LAVO-2180,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis acicularis var. acicularis,Needle Spike Rush,Approved,Present,Native,Uncommon,,
LAVO-2181,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis acicularis var. bella,Beautiful Spike-Rush,Approved,Present,Native,Common,,
LAVO-2182,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis macrostachya,Pale Spike-Rush,Approved,Present,Native,Abundant,,
LAVO-2183,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eleocharis pauciflora,Few-Flowered Spike-Rush,Approved,Present,Native,Common,,
LAVO-2184,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Eriophorum gracile,Slender Cotton-Grass,Approved,Present,Native,Uncommon,,
LAVO-2185,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Rhynchospora alba,White Beaked-Rush,Approved,Present,Native,Rare,,
LAVO-2186,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus,"Bulrush, Bulrushes",In Review,,,,,
LAVO-2187,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus acutus,Hardstem Bulrush,In Review,,,,,
LAVO-2188,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus acutus var. occidentalis,Hard-Stemmed Tule,Approved,Present,Native,Common,,
LAVO-2189,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus americanus,American Tule,Approved,Present,Native,Rare,,
LAVO-2190,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus congdonii,Congdon's Bulrush,Approved,Present,Native,Common,,
LAVO-2191,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus microcarpus,Small-Fruited Bulrush,Approved,Present,Native,Common,,
LAVO-2192,Lassen Volcanic National Park,Vascular Plant,Poales,Cyperaceae,Scirpus subterminalis,Water Bulrush,Approved,Present,Native,Rare,,
LAVO-2193,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus,Rush,In Review,,,,,
LAVO-2194,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus balticus,Baltic Rush,Approved,Present,Native,Common,,
LAVO-2195,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus bufonius,Toad Rush,In Review,,,,,
LAVO-2196,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus bufonius var. bufonius,Common Toad Rush,Approved,Present,Native,Uncommon,,
LAVO-2197,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus bufonius var. occidentalis,Round-Fruited Toad Rush,Approved,Present,Native,Uncommon,,
LAVO-2198,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus drummondii,Drummond's Rush,Approved,Present,Native,Uncommon,,
LAVO-2199,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus effusus,"Common Rush, Lamp Rush",In Review,,,,,
LAVO-2200,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus effusus var. pacificus,Pacific Rush,Approved,Present,Native,Uncommon,,
LAVO-2201,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus ensifolius,Sword-Leaved Rush,Approved,Present,Native,Common,,
LAVO-2202,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus hemiendytus,"Blood Rush, Herman's Dwarf Rush",In Review,,,,,
LAVO-2203,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus hemiendytus var. hemiendytus,Vernal-Pool Rush,Approved,Present,Native,Common,,
LAVO-2204,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus howellii,Howell's Rush,Approved,Present,Native,Common,,
LAVO-2205,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus mertensianus,Merten's Rush,Approved,Present,Native,Common,,
LAVO-2206,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus nevadensis,Sierra Rush,Approved,Present,Native,Abundant,,
LAVO-2207,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus occidentalis,Western Rush,Approved,Present,Native,Common,,
LAVO-2208,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus orthophyllus,Straight-Leaved Rush,Approved,Present,Native,Uncommon,,
LAVO-2209,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus parryi,Parry's Rush,Approved,Present,Native,Common,,
LAVO-2210,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Juncus patens,Spreading Rush,Approved,Not Confirmed,Native,,,
LAVO-2211,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Luzula,"Wood Rush, Woodrush",In Review,,,,,
LAVO-2212,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Luzula comosa,Common Wood-Rush,Approved,Present,Native,Common,,
LAVO-2213,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Luzula divaricata,Spreading Wood-Rush,Approved,Present,Native,Uncommon,,
LAVO-2214,Lassen Volcanic National Park,Vascular Plant,Poales,Juncaceae,Luzula subcongesta,Donner Wood-Rush,Approved,Present,Native,Uncommon,,
LAVO-2215,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Achnatherum lemmonii,Lemmon's Needlegrass,Approved,Present,Native,Uncommon,,
LAVO-2216,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Achnatherum nelsonii ssp. dorei,Dore's Needlegrass,Approved,Present,Native,Uncommon,,
LAVO-2217,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Achnatherum occidentale,Needlegrass,Approved,Present,Native,Common,,
LAVO-2218,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Achnatherum occidentale ssp. californicum,California Needlegrass,Approved,Present,Native,Common,,
LAVO-2219,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Achnatherum occidentale ssp. occidentale,Western Needlegrass,Approved,Present,Native,Common,,
LAVO-2220,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Achnatherum occidentale ssp. pubescens,Hairy Needlegrass,Approved,Present,Native,Uncommon,,
LAVO-2221,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis exarata,Spiked Bentgrass,Approved,Present,Native,Uncommon,,
LAVO-2222,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis gigantea,Giant Bentgrass,Approved,Present,Not Native,Uncommon,,
LAVO-2223,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis idahoensis,Idaho Bentgrass,Approved,Present,Native,Uncommon,,
LAVO-2224,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis oregonensis,Oregon Bentgrass,Approved,Present,Native,Rare,,
LAVO-2225,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis scabra,Rough Bentgrass,Approved,Present,Native,Abundant,,
LAVO-2226,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis stolonifera,"Carpet Bentgrass, Creeping Bent, Creeping Bentgrass, Redtop, Redtop Bent, Seaside Bentgrass, Spreading Bent",In Review,,,,,
LAVO-2227,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis thurberiana,Thurber's Bentgrass,Approved,Present,Native,Uncommon,,
LAVO-2228,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Agrostis variabilis,Mountain Bentgrass,Approved,Present,Native,Common,,
LAVO-2229,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Alopecurus aequalis,Short-Awned Foxtail,Approved,Present,Native,Uncommon,,
LAVO-2230,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Alopecurus geniculatus,Marsh Foxtail,Approved,Present,Native,Rare,,
LAVO-2231,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Alopecurus pratensis,Meadow Foxtail,Approved,Not Confirmed,Not Native,,,
LAVO-2232,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus,"Brome, Brome Spp.",In Review,,,,,
LAVO-2233,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus carinatus var. carinatus,California Brome,Approved,Present,Native,Common,,
LAVO-2234,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus ciliatus,Fringed Brome,Approved,Present,Native,Uncommon,,
LAVO-2235,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus inermis,"Awnless Brome, Smooth Brome",In Review,,,,,
LAVO-2236,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus inermis ssp. inermis,Smooth Brome,Approved,Present,Not Native,Uncommon,,
LAVO-2237,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus orcuttianus,Orcutt's Brome,Approved,Present,Native,Uncommon,,
LAVO-2238,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus suksdorfii,Suksdorf's Brome,Approved,Present,Native,Common,,
LAVO-2239,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Bromus tectorum,Cheatgrass,Approved,Present,Not Native,Uncommon,,
LAVO-2240,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Calamagrostis canadensis,Bluejoint,Approved,Present,Native,Common,,
LAVO-2241,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Cinna latifolia,Drooping Wood-Reed,Approved,Present,Native,Uncommon,,
LAVO-2242,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Crypsis schoenoides,Swamp Pricklegrass,Approved,Not Present,Not Native,,,
LAVO-2243,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Dactylis glomerata,Orchardgrass,Approved,Not Confirmed,Not Native,,,
LAVO-2244,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Danthonia californica var. americana,California Oatgrass,Approved,Present,Native,Uncommon,,
LAVO-2245,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Danthonia intermedia,Timber Oatgrass,In Review,,,,,
LAVO-2246,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Danthonia unispicata,One-Spiked Oatgrass,Approved,Present,Native,Rare,,
LAVO-2247,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Deschampsia cespitosa ssp. cespitosa,Tufted Hairgrass,Approved,Present,Native,Common,,
LAVO-2248,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Deschampsia danthonioides,Annual Hairgrass,Approved,Present,Native,Uncommon,,
LAVO-2249,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Deschampsia elongata,Slender Hairgrass,Approved,Present,Native,Common,,
LAVO-2250,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Dichanthelium acuminatum,"Hotsprings Panicum, Hotsprings Rosette Grass, Tapered Rosette Grass",In Review,,,,,
LAVO-2251,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Distichlis,Saltgrass,In Review,,,,,
LAVO-2252,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus,Wildrye,In Review,,,,,
LAVO-2253,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus elymoides ssp. californicus,Squirreltail,Approved,Present,Native,Abundant,,
LAVO-2254,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus glaucus ssp. glaucus,Blue Wild-Rye,Approved,Present,Native,Common,,
LAVO-2255,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus trachycaulus ssp. subsecundus,Bearded Wheatgrass,Approved,Present,Native,Rare,,
LAVO-2256,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus trachycaulus ssp. trachycaulus,Slender Wheatgrass,Approved,Present,Native,Common,,
LAVO-2257,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus X hansenii,Hansen's Squirreltail,Approved,Present,Native,Rare,,
LAVO-2258,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elymus X saundersii,Saunders' Wheatgrass,Approved,Present,Native,Rare,,
LAVO-2259,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elytrigia intermedia,Intermediate Wheatgrass,In Review,,,,,
LAVO-2260,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Elytrigia intermedia ssp. intermedia,Intermediate Wheatgrass,Approved,Present,Not Native,Uncommon,,
LAVO-2261,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca,Fescue,In Review,,,,,
LAVO-2262,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca brachyphylla ssp. breviculmis,Short-Leaved Fescue,Approved,Present,Native,Rare,,
LAVO-2263,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca idahoensis,Blue Fescue,Approved,Present,Native,Uncommon,,
LAVO-2264,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca occidentalis,Western Fescue,Approved,Present,Native,Rare,,
LAVO-2265,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca pratensis,Meadow Fescue,Approved,Present,Not Native,Uncommon,,
LAVO-2266,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca rubra,Red Fescue,Approved,Present,Native,Uncommon,,
LAVO-2267,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Festuca subulata,Bearded Fescue,Approved,Present,Native,Uncommon,,
LAVO-2268,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Glyceria borealis,Northern Mannagrass,Approved,Present,Native,Abundant,,
LAVO-2269,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Glyceria elata,Tall Mannagrass,Approved,Present,Native,Common,,
LAVO-2270,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Holcus lanatus,Common Velvetgrass,Approved,Present,Not Native,Uncommon,,
LAVO-2271,Lassen Volcanic National Park,Vascular Plant,Poales,Poaceae,Hordeum brachyantherum ssp. brachyantherum,Meadow Barley,Approved,Present,Native,Abundant,,
